,day,turnSpent,advUsed,location,combat,free?,items,meat,rounds,mox,mus,mys,effectsGained,clover,nativeMonster,hpGain,hpLoss,ncTitle,semirare,itemsUsed,skills,crafting,lineRange,freeNC,macroFrom
123,1,91,0,Your Mushroom Garden,piranha plant,1,"['coin (6)', 'super deluxe mushroom', 'piranha pollen']",0,2,9,5,12,"[('Smoky Third Eye', 5)]",,True,5,0,,,[],['FIREBALL TOSS!'],,"[2853, 2872]",,[]
124,1,91,0,Your Mushroom Garden,N/A,1,['free-range mushroom'],0,-1,0,0,0,[],,,0,0,The Mushy Center,,[],[],,"[2872, 2983]",1,[]
125,1,91,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (7)', 'coin (8)', 'magical sausage casing']",122,3,2,13,8,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'FIREBALL TOSS!']",,"[2983, 3003]",,[]
126,1,91,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (6)', 'magical sausage casing']",108,3,14,2,8,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'FIREBALL TOSS!']",,"[3003, 3024]",,[]
127,1,91,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (6)', 'magical sausage casing']",127,3,6,5,12,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'FIREBALL TOSS!']",,"[3024, 3043]",,[]
128,1,91,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (6)', 'magical sausage casing']",102,3,6,7,10,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'FIREBALL TOSS!']",,"[3043, 3063]",,[]
129,1,91,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (7)', 'magical sausage casing']",108,3,14,4,5,"[('Dreams and Lights', 5)]",,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'FIREBALL TOSS!']",,"[3063, 3084]",,[]
130,1,91,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (8)', 'fizzy soda', 'magical sausage casing']",106,3,7,13,4,[],,,5,0,,,[],"['LECTURE ON RELATIVITY!', 'FIREBALL TOSS!']",,"[3084, 3104]",,[]
131,1,91,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (8)', 'magical sausage casing']",96,2,9,12,4,[],,,5,0,,,[],['FIREBALL TOSS!'],,"[3104, 3131]",,[]
132,1,91,1,"The Arid, Extra-Dry Desert",cactuary,0,"['coin (6)', 'handful of sand', 'bit-o-cactus', 'coin (5)', 'red pixel']",233,2,3,4,5,"[('Ultrahydrated', 10)]",,True,5,0,,,[],['FIREBALL TOSS!'],,"[3131, 3151]",,[]
133,1,92,1,"The Arid, Extra-Dry Desert",plaque of locusts,0,"['coin (7)', 'honey-dipped locust', 'handful of sand']",51,2,2,7,4,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3151, 3172]",,[]
134,1,93,1,"The Arid, Extra-Dry Desert",giant giant giant centipede,0,"['coin (7)', 'handful of sand']",441,2,3,7,3,"[('Go-Gone', 5)]",,True,5,0,,,[],['FIREBALL TOSS!'],,"[3172, 3190]",,[]
135,1,94,0,"The Arid, Extra-Dry Desert",swarm of fire ants,1,"['coin (6)', 'coin (9)', 'ant sickle', 'coin (4)', 'blue pixel']",126,3,5,5,3,[],,True,5,0,,,[],"['FIREBALL TOSS!', 'CHEST X-RAY!']",,"[3190, 3213]",,[]
136,1,94,1,"The Arid, Extra-Dry Desert",plaque of locusts,0,"['coin (8)', 'bronzed locust']",69,2,3,8,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3213, 3229]",,[]
137,1,95,0,"The Arid, Extra-Dry Desert",N/A,1,[],0,-1,0,0,0,[],,,0,0,A Sietch in Time,,[],[],,"[3229, 3234]",1,[]
138,1,95,1,The Oasis,blur,0,"['coin (6)', 'drum machine', 'hot date', 'carbonated water lily']",298,2,5,4,4,"[('Everything Looks Yellow', 50)]",,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[3234, 3252]",,[]
139,1,96,1,"The Arid, Extra-Dry Desert",rock scorpion,0,"['coin (6)', 'handful of sand']",553,2,3,2,8,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3252, 3269]",,[]
140,1,97,1,"The Arid, Extra-Dry Desert",cactuary,0,"['coin (7)', 'cactus fruit', 'handful of sand', 'bit-o-cactus', 'coin (4)', 'green pixel']",291,2,5,5,3,"[('Flashing Eyes', 5)]",,True,5,0,,,[],['FIREBALL TOSS!'],,"[3269, 3291]",,[]
141,1,98,0,"The Arid, Extra-Dry Desert",swarm of fire ants,1,"['coin (6)', 'handful of sand']",137,2,5,7,2,[],,True,5,0,,,[],['CHEST X-RAY!'],,"[3291, 3307]",,[]
142,1,98,0,"The Arid, Extra-Dry Desert",swarm of fire ants,1,"['coin (8)', 'ant agonist', 'worm-riding manual page']",161,2,2,9,2,[],,True,5,0,,,[],['CHEST X-RAY!'],,"[3307, 3325]",,[]
143,1,98,1,"The Arid, Extra-Dry Desert",plaque of locusts,0,"['coin (8)', 'super deluxe mushroom', 'handful of sand', 'coin (3)', 'green pixel', 'Gathered Meat-Clip']",72,2,0,3,9,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3325, 3344]",,[]
144,1,99,1,"The Arid, Extra-Dry Desert",giant giant giant centipede,0,"['coin (8)', 'coin (9)', 'centipede eggs', 'handful of sand', 'handful of sand']",500,2,5,4,4,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3344, 3365]",,[]
145,1,100,1,"The Arid, Extra-Dry Desert",rock scorpion,0,"['coin (6)', 'coin (8)', 'handful of sand', 'worm-riding manual page (2)']",621,6,10,0,3,"[('Eagle Eyes', 5)]",,True,5,-113,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'FIREBALL BARRAGE!']",,"[3365, 3450]",,[]
146,1,101,1,The Boss Bat's Lair,beefy bodyguard bat,0,"['coin (8)', 'coin (4)', 'blue pixel']",773,3,2,1,1,[],,True,5,0,,,[],"['JUMP ATTACK!', 'FIREBALL TOSS!']",,"[3450, 3470]",,[]
147,1,102,1,The Boss Bat's Lair,beefy bodyguard bat,0,['coin (6)'],727,2,2,0,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3470, 3488]",,[]
148,1,103,1,The Boss Bat's Lair,beefy bodyguard bat,0,"['coin (6)', 'fizzy soda', 'beefy pill']",605,2,2,0,6,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3488, 3504]",,[]
149,1,104,1,The Boss Bat's Lair,beefy bodyguard bat,0,"['coin (6)', 'coin (5)', 'green pixel']",702,2,0,3,4,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3504, 3521]",,[]
150,1,105,1,The Boss Bat's Lair,Koopa Paratroopa,0,['coin (20)'],0,2,2,0,7,"[('Yuletide Industry', 5)]",,,5,0,,,[],['FIREBALL TOSS!'],,"[3521, 3538]",,[]
151,1,106,0,The Haunted Bedroom,animated mahogany nightstand,1,[],0,1,0,0,0,[],,True,0,0,,,[],['REFLEX HAMMER!'],,"[3538, 3546]",,[]
152,1,106,1,The Haunted Bedroom,animated ornate nightstand,0,"['coin (6)', 'coin (3)', 'green pixel', ""Lord Spookyraven's spectacles""]",0,2,0,3,3,[],,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[3546, 3565]",,[]
153,1,107,0,The Haunted Bedroom,animated rustic nightstand,1,[],0,1,0,0,0,[],,True,0,0,,,[],['THROW LATTE ON OPPONENT!'],,"[3565, 3571]",,[]
154,1,107,1,The Haunted Bedroom,Wardr&ouml;b nightstand,0,"['coin (6)', 'coin (8)']",0,3,0,3,3,[],,True,5,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL TOSS!']",,"[3571, 3591]",,[]
155,1,108,1,The Haunted Bedroom,Wardr&ouml;b nightstand,0,['coin (6)'],0,2,5,1,1,[],,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[3591, 3609]",,[]
156,1,109,1,The Haunted Bedroom,animated ornate nightstand,0,"['coin (8)', 'coin (10)', 'coin (5)', 'green pixel', 'Gathered Meat-Clip', 'disposable instant camera']",0,2,2,4,1,[],,True,5,0,,,[],['FIREBALL BARRAGE!'],,"[3609, 3632]",,[]
157,1,110,1,The Haunted Bedroom,elegant animated nightstand,0,"['coin (7)', ""Lady Spookyraven's finest gown""]",0,2,5,1,1,"[('Speed of the Internet', 5)]",,True,5,0,,,[],['FIREBALL TOSS!'],,"[3632, 3652]",,[]
158,1,111,0,The Defiled Niche,senile lihc,1,[],0,1,0,0,0,[],,True,0,0,,,[],['REFLEX HAMMER!'],,"[3652, 3677]",,[]
159,1,111,1,The Defiled Niche,basic lihc,0,"['coin (6)', 'salacious crumbs']",0,3,2,3,2,[],,True,5,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL TOSS!']",,"[3677, 3699]",,['basic lihc']
160,1,112,0,The Defiled Niche,N/A,1,[],0,-1,0,0,0,[],,,0,0,Urning Your Keep,,[],[],,"[3699, 3704]",1,[]
161,1,112,0,The Defiled Niche,N/A,1,[],0,-1,0,0,0,[],,,0,0,Urning Your Keep,,[],[],,"[3704, 3709]",1,[]
162,1,112,1,The Defiled Niche,slick lihc,0,"['coin (6)', 'lihc eye', 'coin (5)', 'red pixel']",0,3,2,1,4,[],,True,5,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL TOSS!']",,"[3709, 3730]",,['basic lihc']
163,1,113,0,The Defiled Niche,N/A,1,[],0,-1,0,0,0,[],,,0,0,Urning Your Keep,,[],[],,"[3730, 3735]",1,[]
164,1,113,1,The Defiled Niche,slick lihc,0,"['coin (8)', 'coin (9)', 'lihc eye']",0,2,4,2,1,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[3735, 3753]",,[]
165,1,114,0,The Defiled Niche,N/A,1,[],0,-1,0,0,0,[],,,0,0,Urning Your Keep,,[],[],,"[3753, 3758]",1,[]
166,1,114,1,The Defiled Niche,dirty old lihc,0,"['coin (7)', 'salacious crumbs', 'coin (3)', 'blue pixel']",0,3,0,5,1,[],,True,5,0,,,[],"['OFFER LATTE TO OPPONENT!', 'FIREBALL TOSS!']",,"[3758, 3782]",,[]
167,1,115,1,The Defiled Niche,slick lihc,0,['coin (6)'],0,2,2,4,0,"[('Dance Interpreter', 5)]",,True,0,0,,,[],['FIREBALL TOSS!'],,"[3782, 3804]",,[]
168,1,116,1,The Defiled Niche,dirty old lihc,0,"['coin (6)', 'coin (4)', 'blue pixel']",0,2,3,1,2,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[3804, 3820]",,[]
169,1,117,1,The Defiled Niche,dirty old lihc,0,"['coin (8)', 'coin (8)']",0,2,3,0,3,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[3820, 3834]",,[]
170,1,118,0,The Defiled Niche,slick lihc,1,[],0,1,0,0,0,[],,True,0,0,,,[],['THROW LATTE ON OPPONENT!'],,"[3834, 3840]",,[]
171,1,118,1,The Defiled Niche,basic lihc,0,"['coin (8)', 'bottle of vodka', 'boxed wine']",0,2,0,3,2,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[3840, 3855]",,[]
172,1,119,1,The Defiled Niche,dirty old lihc,0,"['coin (6)', 'coin (3)', 'red pixel']",0,3,0,1,4,[],,True,0,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL TOSS!']",,"[3855, 3872]",,['basic lihc']
173,1,120,1,The Defiled Niche,dirty old lihc,0,"['coin (8)', 'coin (9)', 'salacious crumbs', 'Gathered Meat-Clip']",0,2,3,2,1,"[(""Spookyravin'"", 5)]",,True,0,0,,,[],['FIREBALL TOSS!'],,"[3872, 3891]",,[]
174,1,121,1,The Defiled Niche,dirty old lihc,0,['coin (8)'],0,3,3,3,0,[],,True,0,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'FIREBALL TOSS!']",,"[3891, 3906]",,['basic lihc']
175,1,122,1,The Defiled Niche,gargantulihc,0,"['coin (7)', 'lihc eye', 'lihc eye']",0,2,6,2,5,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[3906, 3934]",,[]
176,1,123,1,The Oasis,N/A,0,[],0,-1,0,0,0,"[('Ultrahydrated', 5)]",,,0,0,"Glug, Glug, Glug",,[],[],,"[3934, 3940]",,[]
177,1,124,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (8)', 'magical sausage casing']",201,2,8,5,5,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[3940, 3958]",,[]
178,1,124,0,The Oasis,N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[3958, 3962]",1,[]
179,1,124,0,The Oasis,blur,1,[],0,3,0,0,0,[],,True,0,0,,,[],"['CHEAT CODE: REPLACE ENEMY!', 'CHEAT CODE: REPLACE ENEMY!', 'USE THE FORCE!']",,"[3962, 3974]",,['rolling stone']
180,1,124,1,The Oasis,swarm of scarab beatles,0,"['coin (7)', 'coin (10)', 'rocky raccoon', 'carbonated water lily']",543,12,6,4,0,"[('Misty Form', 1)]",,True,0,0,,,['the electronics kit!'],"['BECOME A CLOUD OF MIST!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[3974, 4020]",,[]
181,1,125,1,The Oasis,blur,0,"['coin (7)', 'coin (8)', 'drum machine', 'carbonated water lily']",252,12,3,4,3,"[('Omphalotus Omnipresence', 5)]",,True,0,-204,,,['the bronzed locust!'],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[4020, 4125]",,[]
182,1,126,0,The Penultimate Fantasy Airship,N/A,1,[],0,-1,0,0,0,[],,,0,0,The Beginning of the End of the Penultimate Fantasy,,[],[],,"[4125, 4128]",1,[]
183,1,126,1,The Penultimate Fantasy Airship,N/A,0,['model airship'],0,-1,0,0,0,[],,,0,0,Random Lack of an Encounter,,[],[],,"[4128, 4134]",,[]
184,1,127,1,The Penultimate Fantasy Airship,MagiMechTech MechaMech,0,"['coin (6)', 'photoprotoneutron torpedo', 'oversized pizza cutter']",0,2,3,5,1,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[4134, 4149]",,[]
185,1,128,1,The Penultimate Fantasy Airship,Protagonist,0,"['coin (7)', 'phonics down']",271,2,2,4,2,[],,True,0,0,,,[],['FIREBALL BARRAGE!'],,"[4149, 4169]",,[]
186,1,129,1,The Penultimate Fantasy Airship,Irritating Series of Random Encounters,0,"['coin (7)', 'tiny house', 'cocoa eggshell fragment']",415,9,6,2,0,[],,True,0,-23,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[4169, 4200]",,[]
187,1,130,1,The Penultimate Fantasy Airship,Spunky Princess,0,"['coin (7)', 'deluxe mushroom', 'cocoa eggshell fragment']",337,6,0,0,6,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[4200, 4222]",,[]
188,1,131,0,The Penultimate Fantasy Airship,Spunky Princess,1,[],0,1,0,0,0,[],,True,0,0,,,[],['REFLEX HAMMER!'],,"[4222, 4228]",,[]
189,1,131,0,The Penultimate Fantasy Airship,Protagonist,1,[],0,2,0,0,0,[],,True,0,0,,,[],"['JUMP ATTACK!', 'USE THE FORCE!']",,"[4228, 4238]",,[]
190,1,131,0,The Penultimate Fantasy Airship,Burly Sidekick,1,"['Mohawk wig', 'cocoa eggshell fragment', 'tiny house', 'armgun']",0,1,0,0,0,[],,True,0,0,,,[],['USE THE FORCE!'],,"[4238, 4250]",,[]
191,1,131,1,The Penultimate Fantasy Airship,MagiMechTech MechaMech,0,"['coin (7)', 'glowing red eye', 'photoprotoneutron torpedo']",0,8,4,1,4,"[('Aquarius Rising', 5)]",,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[4250, 4281]",,[]
192,1,132,1,The Penultimate Fantasy Airship,Burly Sidekick,0,"['coin (6)', 'Mohawk wig', 'cocoa eggshell fragment', 'tiny house']",414,8,5,3,0,[],,True,0,-18,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[4281, 4311]",,[]
193,1,133,0,The Penultimate Fantasy Airship,Quiet Healer,1,"['amulet of extreme plot significance', 'scroll of drastic healing', 'soft green echo eyedrop antidote']",0,1,0,0,0,[],,True,0,0,,,[],['USE THE FORCE!'],,"[4311, 4351]",,[]
194,1,133,1,The Spooky Forest,N/A,0,['tree-holed coin'],300,-1,0,0,0,[],,,0,0,Arboreal Respite,,[],[],,"[4351, 4361]",,[]
195,1,134,1,The Spooky Forest,triffid,0,"['coin (6)', 'moxie weed', 'Gathered Meat-Clip']",13,2,2,0,1,[],,True,0,0,,,[],['JUMP ATTACK!'],,"[4361, 4384]",,[]
196,1,135,1,The Spooky Forest,warwelf,0,['coin (7)'],35,2,3,0,0,[],,True,0,0,,,[],['JUMP ATTACK!'],,"[4384, 4397]",,[]
197,1,136,1,The Spooky Forest,N/A,0,['mosquito larva'],500,-1,0,0,0,[],,,0,0,Arboreal Respite,,[],[],,"[4397, 4407]",,[]
198,1,137,1,The Spooky Forest,spooky vampire,0,"['coin (6)', 'coin (8)', 'stick of firewood']",19,2,0,1,1,[],,True,0,0,,,[],['JUMP ATTACK!'],,"[4407, 4423]",,[]
199,1,138,1,The Spooky Forest,wolfman,0,['coin (7)'],36,2,0,2,0,[],,True,0,0,,,[],['JUMP ATTACK!'],,"[4423, 4436]",,[]
200,1,139,0,The Neverending Party,biker,1,"['coin (6)', 'gas can', 'Middle of the Road&trade; brand whiskey', 'neverending wallet chain']",189,2,9,1,9,[],,True,0,0,,,[],['MULTI-BOUNCE!'],,"[4436, 4457]",,[]
201,1,139,0,The Neverending Party,&quot;plain&quot; girl,1,"['coin (7)', 'electronics kit', 'PB&J with the crusts cut off', 'ponytail clip', 'human musk']",214,2,6,9,2,[],,,0,0,,,[],['MULTI-BOUNCE!'],,"[4457, 4496]",,[]
202,1,139,0,The Haunted Gallery,empty suit of armor,1,[],0,1,0,0,0,[],,True,0,0,,,[],['THROW LATTE ON OPPONENT!'],,"[4496, 4506]",,[]
203,1,139,0,Combing (muscle) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Lack of Body-Building', 50)]",,,0,0,???,,[],[],,"[4506, 4509]",1,[]
204,1,139,0,Combing (mysticality) Beach Head,N/A,1,[],0,-1,0,0,0,"[(""We're All Made of Starfish"", 50)]",,,0,0,???,,[],[],,"[4509, 4512]",1,[]
205,1,139,0,Combing (moxie) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Pomp & Circumsands', 50)]",,,0,0,???,,[],[],,"[4512, 4515]",1,[]
206,1,139,0,Combing (spooky) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Does It Have a Skull In There??', 50)]",,,0,0,???,,[],[],,"[4515, 4518]",1,[]
207,1,139,0,Combing (sleaze) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Oiled, Slick', 50)]",,,0,0,???,,[],[],,"[4518, 4521]",1,[]
208,1,139,0,Combing (cold) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Cold as Nice', 50)]",,,0,0,???,,[],[],,"[4521, 4524]",1,[]
209,1,139,0,Combing (initiative) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Resting Beach Face', 50)]",,,0,0,???,,[],[],,"[4524, 4527]",1,[]
210,1,139,0,Combing (familiar) Beach Head,N/A,1,[],0,-1,0,0,0,"[('Do I Know You From Somewhere?', 50)]",,,0,0,???,,[],[],,"[4527, 4530]",1,[]
211,1,139,0,Combing (experience) Beach Head,N/A,1,[],0,-1,0,0,0,"[('You Learned Something Maybe!', 50)]",,,0,0,???,,[],[],,"[4530, 4589]",1,[]
212,1,139,0,Dr. Gordon Stuart's Science Tent,Eldritch Tentacle,1,"['coin (8)', 'eldritch effluvium']",10,4,5,7,9,[],,,0,-45,,,[],"['FIREBALL BARRAGE!', 'JUMP ATTACK!', 'FIREBALL TOSS!']",,"[4589, 4620]",,[]
213,1,139,0,God Lobster,the God Lobster,1,['coin (7)'],0,2,6,11,3,[],,,0,0,,,[],['FIREBALL BARRAGE!'],,"[4620, 4634]",,[]
214,1,139,0,God Lobster,N/A,1,[],0,-1,0,0,0,[],,,0,0,Granted a Boon,,[],[],,"[4634, 4647]",1,[]
215,1,139,0,God Lobster,the God Lobster,1,"['coin (8)', 'coin (8)']",0,2,14,4,3,[],,,0,0,,,[],['FIREBALL BARRAGE!'],,"[4647, 4662]",,[]
216,1,139,0,God Lobster,N/A,1,[],0,-1,0,0,0,[],,,0,0,Granted a Boon,,[],[],,"[4662, 4675]",1,[]
217,1,139,0,God Lobster,the God Lobster,1,['coin (8)'],0,2,14,2,5,[],,,0,0,,,[],['FIREBALL BARRAGE!'],,"[4675, 4689]",,[]
218,2,139,0,God Lobster,N/A,1,[],0,-1,0,0,0,[],,,0,0,Granted a Boon,,[],[],,"[4689, 4779]",1,[]
219,2,139,0,Boxing Daycare,N/A,1,['punch-drunk punch'],0,-1,0,0,0,[],,,0,0,Have a Boxing Daydream,,[],[],,"[4779, 4862]",1,[]
220,2,139,0,God Lobster,the God Lobster,1,['coin (7)'],0,2,6,3,12,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[4862, 4876]",,[]
221,2,139,0,God Lobster,N/A,1,[],0,-1,0,0,0,[],,,0,0,Granted a Boon,,[],[],,"[4876, 4889]",1,[]
222,2,139,0,God Lobster,the God Lobster,1,"['coin (8)', 'coin (8)']",0,2,7,11,3,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[4889, 4904]",,[]
223,2,139,0,God Lobster,N/A,1,[],0,-1,0,0,0,[],,,0,0,Granted a Boon,,[],[],,"[4904, 4917]",1,[]
224,2,139,0,God Lobster,the God Lobster,1,['coin (8)'],0,2,11,3,7,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[4917, 4931]",,[]
225,2,139,0,God Lobster,N/A,1,[],0,-1,0,0,0,[],,,0,0,Granted a Boon,,[],[],,"[4931, 4970]",1,[]
226,2,139,0,The Haunted Gallery,terrible mutant,1,"['coin (7)', 'glob of undifferentiated tissue', 'ten-leaf clover']",13,2,4,9,9,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[4970, 4995]",,[]
227,2,139,1,The Copperhead Club,N/A,0,[],0,-1,0,0,0,[],,,0,0,Welcome to the Copperhead Club,,[],[],,"[4995, 5004]",,[]
228,2,140,0,The Copperhead Club,sausage goblin,1,"['coin (8)', 'magical sausage casing', 'coin (3)', 'red pixel']",102,2,8,5,8,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[5004, 5023]",,[]
229,2,140,0,The Neverending Party,N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[5023, 5027]",1,[]
230,2,140,0,The Neverending Party,burnout,1,"['coin (6)', 'coin (9)', 'van key', 'jam band bootleg', 'ratty knitted cap', 'coin (5)', 'blue pixel']",75,2,15,4,3,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[5027, 5052]",,[]
231,2,140,0,The Neverending Party,jock,1,"['coin (8)', 'unremarkable duffel bag', 'Purple Beast energy drink', 'shoe ad T-shirt']",224,2,4,12,5,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[5052, 5074]",,[]
232,2,140,0,The Neverending Party,party girl,1,"['coin (7)', 'runproof mascara', 'very small red dress']",148,2,7,5,9,"[('Churro Chiaroscuro', 5)]",,True,0,0,,,[],['FIREBALL TOSS!'],,"[5074, 5093]",,[]
233,2,140,0,The Neverending Party,party girl,1,"['coin (8)', 'super deluxe mushroom', 'runproof mascara', 'very small red dress', 'surprisingly capacious handbag', 'coin (3)', 'green pixel']",186,2,5,4,13,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[5093, 5113]",,[]
234,2,140,0,The Neverending Party,burnout,1,"['coin (8)', 'van key', 'jam band bootleg', 'denim jacket']",80,2,14,4,5,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[5113, 5135]",,[]
235,2,140,0,The Neverending Party,N/A,1,[],0,-1,0,0,0,"[('Spiced Up', 20)]",,,0,0,"It Hasn't Ended, It's Just Paused",,[],[],,"[5135, 5144]",1,[]
236,2,140,0,The Neverending Party,&quot;plain&quot; girl,1,"['coin (7)', 'electronics kit', 'PB&J with the crusts cut off', 'coin (4)', 'green pixel']",161,2,9,8,7,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[5144, 5164]",,[]
237,2,140,0,The Neverending Party,biker,1,"['coin (8)', 'coin (10)', 'gas can', 'Middle of the Road&trade; brand whiskey']",167,2,11,8,6,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[5164, 5181]",,[]
238,2,140,0,The Neverending Party,jock,1,"['coin (6)', 'unremarkable duffel bag', 'Purple Beast energy drink', 'cosmetic football']",257,2,6,2,15,"[('Chow Downed', 5)]",,True,0,0,,,[],['FIREBALL TOSS!'],,"[5181, 5261]",,[]
239,2,140,1,The Spooky Forest,N/A,0,['Spooky Temple map'],0,-1,0,0,0,[],,,0,0,Arboreal Respite,,[],[],,"[5261, 5273]",,[]
240,2,141,1,The Spooky Forest,spooky vampire,0,['coin (7)'],21,2,4,2,0,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[5273, 5293]",,[]
241,2,142,1,The Spooky Forest,N/A,0,['Spooky-Gro fertilizer'],0,-1,0,0,0,[],,,0,0,Arboreal Respite,,[],[],,"[5293, 5302]",,[]
242,2,143,1,The Spooky Forest,N/A,0,['spooky sapling'],0,-1,0,0,0,[],,,0,0,Arboreal Respite,,[],[],,"[5302, 5320]",,[]
243,2,144,1,The Haunted Bathroom,malevolent hair clog,0,"['coin (7)', 'coin (8)', 'gob of wet hair', 'Gathered Meat-Clip']",14,2,4,2,2,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[5320, 5337]",,[]
244,2,145,1,The Haunted Bathroom,Never Gonna Make You Up,0,"['coin (6)', ""Lady Spookyraven's powder puff"", 'old eyebrow pencil', 'old rosewater cream', 'old bronzer']",10,2,2,6,1,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[5337, 5424]",,[]
245,2,146,0,"The Shore, Inc. Travel Agency",N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[5424, 5443]",1,[]
246,2,146,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['bone with a price tag on it', 'coin (7)', 'coin (8)', 'magical sausage casing', 'coin (4)', 'blue pixel']",137,3,9,16,19,[],,,0,0,,,[],"['LECTURE ON RELATIVITY!', 'FIREBALL TOSS!']",,"[5443, 5467]",,[]
247,2,146,0,The Outskirts of Cobb's Knob,sausage goblin,1,"['coin (8)', 'magical sausage casing']",134,2,10,27,9,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[5467, 5486]",,[]
248,2,146,1,The Outskirts of Cobb's Knob,N/A,0,['Knob Goblin encryption key'],0,-1,0,0,0,[],,,0,0,Code Red,,[],[],,"[5486, 5494]",,[]
